"Park1","Park2","distance","duration","origin","destination","status"
"Moose Lake State Park MN","Myre-Big Island State Park MN","335169","11128","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Moose Lake State Park MN","Nerstrand Big Woods State Park MN","264081","9038","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Moose Lake State Park MN","Old Mill State Park MN","435638","16994","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Moose Lake State Park MN","Red River State Recreation Area MN","421707","16255","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Moose Lake State Park MN","Rice Lake State Park MN","297911","10242","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Moose Lake State Park MN","St. Croix State Park MN","69885","2597","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Moose Lake State Park MN","Sakatah Lake State Park MN","279884","9373","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Moose Lake State Park MN","Savanna Portage State Park MN","91677","3836","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Moose Lake State Park MN","Scenic State Park MN","188449","7613","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Moose Lake State Park MN","Schoolcraft State Park MN","157326","6694","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Moose Lake State Park MN","Sibley State Park MN","248689","9766","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Moose Lake State Park MN","Split Rock Creek State Park MN","457644","17755","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Moose Lake State Park MN","Split Rock Lighthouse State Park MN","143850","5464","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Moose Lake State Park MN","Temperance River State Park MN","199012","7737","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Moose Lake State Park MN","Tettegouche State Park MN","164000","6322","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Moose Lake State Park MN","Upper Sioux Agency State Park MN","339249","13301","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Moose Lake State Park MN","Whitewater State Park MN","337656","11680","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Moose Lake State Park MN","Wild River State Park MN","125234","4653","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Moose Lake State Park MN","William O'Brien State Park MN","159016","5619","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Moose Lake State Park MN","Zippel Bay State Park MN","370973","14778","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Myre-Big Island State Park MN","Nerstrand Big Woods State Park MN","91844","3904","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Myre-Big Island State Park MN","Old Mill State Park MN","694229","24269","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Myre-Big Island State Park MN","Red River State Recreation Area MN","660761","21799","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Myre-Big Island State Park MN","Rice Lake State Park MN","69923","2693","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Myre-Big Island State Park MN","St. Croix State Park MN","304047","10364","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Myre-Big Island State Park MN","Sakatah Lake State Park MN","97646","3526","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Myre-Big Island State Park MN","Savanna Portage State Park MN","379885","14145","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Myre-Big Island State Park MN","Scenic State Park MN","518536","18506","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Myre-Big Island State Park MN","Schoolcraft State Park MN","449834","16592","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Myre-Big Island State Park MN","Sibley State Park MN","298016","11441","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Myre-Big Island State Park MN","Split Rock Creek State Park MN","283483","9627","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Myre-Big Island State Park MN","Split Rock Lighthouse State Park MN","473909","16329","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Myre-Big Island State Park MN","Temperance River State Park MN","529071","18601","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Myre-Big Island State Park MN","Tettegouche State Park MN","494059","17186","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Myre-Big Island State Park MN","Upper Sioux Agency State Park MN","271110","10529","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Myre-Big Island State Park MN","Whitewater State Park MN","130356","4651","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Myre-Big Island State Park MN","Wild River State Park MN","238417","8520","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Myre-Big Island State Park MN","William O'Brien State Park MN","209395","7540","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Myre-Big Island State Park MN","Zippel Bay State Park MN","679163","25422","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Nerstrand Big Woods State Park MN","Old Mill State Park MN","628367","22541","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Nerstrand Big Woods State Park MN","Red River State Recreation Area MN","594898","20071","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Nerstrand Big Woods State Park MN","Rice Lake State Park MN","34360","1980","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Nerstrand Big Woods State Park MN","St. Croix State Park MN","228568","8224","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Nerstrand Big Woods State Park MN","Sakatah Lake State Park MN","41109","2173","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Nerstrand Big Woods State Park MN","Savanna Portage State Park MN","322867","12180","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Nerstrand Big Woods State Park MN","Scenic State Park MN","443057","16367","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Nerstrand Big Woods State Park MN","Schoolcraft State Park MN","383971","14863","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Nerstrand Big Woods State Park MN","Sibley State Park MN","268469","9805","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Nerstrand Big Woods State Park MN","Split Rock Creek State Park MN","309045","12476","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Nerstrand Big Woods State Park MN","Split Rock Lighthouse State Park MN","398430","14189","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Nerstrand Big Woods State Park MN","Temperance River State Park MN","453593","16461","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Nerstrand Big Woods State Park MN","Tettegouche State Park MN","418580","15046","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Nerstrand Big Woods State Park MN","Upper Sioux Agency State Park MN","235576","10170","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Nerstrand Big Woods State Park MN","Whitewater State Park MN","111654","4682","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Nerstrand Big Woods State Park MN","Wild River State Park MN","162938","6380","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Nerstrand Big Woods State Park MN","William O'Brien State Park MN","129144","5213","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Nerstrand Big Woods State Park MN","Zippel Bay State Park MN","625581","23531","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Old Mill State Park MN","Red River State Recreation Area MN","75512","3180","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Old Mill State Park MN","Rice Lake State Park MN","656441","23320","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Old Mill State Park MN","St. Croix State Park MN","503836","19464","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Old Mill State Park MN","Sakatah Lake State Park MN","638414","22451","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Old Mill State Park MN","Savanna Portage State Park MN","394727","15463","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Old Mill State Park MN","Scenic State Park MN","283346","11500","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Old Mill State Park MN","Schoolcraft State Park MN","293748","11281","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Old Mill State Park MN","Sibley State Park MN","404288","15341","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Old Mill State Park MN","Split Rock Creek State Park MN","578551","19214","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Old Mill State Park MN","Split Rock Lighthouse State Park MN","508004","19717","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Old Mill State Park MN","Temperance River State Park MN","540611","21112","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Old Mill State Park MN","Tettegouche State Park MN","506902","19756","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Old Mill State Park MN","Upper Sioux Agency State Park MN","454409","17731","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Old Mill State Park MN","Whitewater State Park MN","710826","25343","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Old Mill State Park MN","Wild River State Park MN","534258","20676","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Old Mill State Park MN","William O'Brien State Park MN","583666","20807","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Old Mill State Park MN","Zippel Bay State Park MN","179250","7244","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Red River State Recreation Area MN","Rice Lake State Park MN","623352","20893","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Red River State Recreation Area MN","St. Croix State Park MN","489645","18735","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
